id,age,sex,pair,question,speaker,type,value
33,974,F,doggy_dog,dog_child2,child,diminutive,31
33,974,F,birdie_bird,bird_child,child,diminutive,29
33,974,F,dolly_doll,doll_child,child,diminutive,20
33,974,F,teddy_bear,bear_child,child,other,80
33,974,F,blankie_blanket,blanket_child,child,diminutive,80
33,974,F,potty_bathroom,bathroom_child,child,other,24
33,974,F,tummy_stomach,stomach_child,child,other,25
33,974,F,sissy_sister,sister_child,child,other,26
33,974,F,nightnight_goodnight,goodnight_child,child,other,61
33,974,F,choochoo_train,train_caregiver,caregiver,onomatopoeia,81
33,974,F,vroomvroom_car,car_caregiver,caregiver,onomatopoeia,81
33,974,F,quackquack_duck,duck_caregiver,caregiver,onomatopoeia,81
33,974,F,baabaa_sheep,sheep_caregiver,caregiver,onomatopoeia,81
33,974,F,woofwoof_dog,dog_caregiver,caregiver,onomatopoeia,81
33,974,F,cockadoodledoo_rooster,rooster_caregiver,caregiver,onomatopoeia,87
33,974,F,kitty_cat,cat_caregiver,caregiver,other,18
33,974,F,bunny_rabbit,rabbit_caregiver,caregiver,other,17
33,974,F,froggy_frog,frog_caregiver,caregiver,diminutive,80
33,974,F,horsey_horse,horse_caregiver,caregiver,diminutive,86
33,974,F,piggy_pig,pig_caregiver,caregiver,diminutive,85
33,974,F,fishy_fish,fish_caregiver,caregiver,diminutive,88
33,974,F,mousey_mouse,mouse_caregiver,caregiver,diminutive,100
33,974,F,duckie_duck,duck_caregiver2,caregiver,diminutive,100
33,974,F,doggy_dog,dog_caregiver2,caregiver,diminutive,22
33,974,F,birdie_bird,bird_caregiver,caregiver,diminutive,17
33,974,F,dolly_doll,doll_caregiver,caregiver,diminutive,91
33,974,F,teddy_bear,bear_caregiver,caregiver,other,87
33,974,F,blankie_blanket,blanket_caregiver,caregiver,diminutive,100
33,974,F,potty_bathroom,bathroom_caregiver,caregiver,other,50
33,974,F,tummy_stomach,stomach_caregiver,caregiver,other,30
33,974,F,daddy_dad,dad_caregiver,caregiver,diminutive,5
33,974,F,sissy_sister,sister_caregiver,caregiver,other,30
33,974,F,auntie_aunt,aunt_caregiver,caregiver,diminutive,15
33,974,F,nightnight_goodnight,goodnight_caregiver,caregiver,other,50
33,974,F,vroomvroom_car,car_child,child,onomatopoeia,100
33,974,F,mommy_mom,mom_child,child,diminutive,0
33,974,F,daddy_dad,dad_child,child,diminutive,0
33,974,F,auntie_aunt,aunt_child,child,diminutive,0
33,974,F,bunny_rabbit,rabbit_child,child,other,0
33,974,F,mousey_mouse,mouse_child,child,diminutive,100
34,987,F,choochoo_train,train_child,child,onomatopoeia,100
34,987,F,vroomvroom_car,car_child,child,onomatopoeia,100
34,987,F,quackquack_duck,duck_child,child,onomatopoeia,100
34,987,F,baabaa_sheep,sheep_child,child,onomatopoeia,100
34,987,F,woofwoof_dog,dog_child,child,onomatopoeia,100
34,987,F,cockadoodledoo_rooster,rooster_child,child,onomatopoeia,100
34,987,F,teddy_bear,bear_child,child,other,100
34,987,F,potty_bathroom,bathroom_child,child,other,10
34,987,F,tummy_stomach,stomach_child,child,other,50
34,987,F,mommy_mom,mom_child,child,diminutive,80
34,987,F,daddy_dad,dad_child,child,diminutive,80
34,987,F,nightnight_goodnight,goodnight_child,child,other,90
34,987,F,choochoo_train,train_caregiver,caregiver,onomatopoeia,100
34,987,F,vroomvroom_car,car_caregiver,caregiver,onomatopoeia,100
34,987,F,quackquack_duck,duck_caregiver,caregiver,onomatopoeia,100
34,987,F,baabaa_sheep,sheep_caregiver,caregiver,onomatopoeia,100
34,987,F,woofwoof_dog,dog_caregiver,caregiver,onomatopoeia,100
34,987,F,cockadoodledoo_rooster,rooster_caregiver,caregiver,onomatopoeia,100
34,987,F,kitty_cat,cat_caregiver,caregiver,other,70
34,987,F,bunny_rabbit,rabbit_caregiver,caregiver,other,70
34,987,F,froggy_frog,frog_caregiver,caregiver,diminutive,100
34,987,F,horsey_horse,horse_caregiver,caregiver,diminutive,100
34,987,F,piggy_pig,pig_caregiver,caregiver,diminutive,80
34,987,F,fishy_fish,fish_caregiver,caregiver,diminutive,80
34,987,F,mousey_mouse,mouse_caregiver,caregiver,diminutive,100
34,987,F,duckie_duck,duck_caregiver2,caregiver,diminutive,100
34,987,F,doggy_dog,dog_caregiver2,caregiver,diminutive,90
34,987,F,birdie_bird,bird_caregiver,caregiver,diminutive,70
34,987,F,dolly_doll,doll_caregiver,caregiver,diminutive,100
34,987,F,teddy_bear,bear_caregiver,caregiver,other,100
34,987,F,blankie_blanket,blanket_caregiver,caregiver,diminutive,70
34,987,F,potty_bathroom,bathroom_caregiver,caregiver,other,55
34,987,F,tummy_stomach,stomach_caregiver,caregiver,other,55
34,987,F,mommy_mom,mom_caregiver,caregiver,diminutive,30
34,987,F,daddy_dad,dad_caregiver,caregiver,diminutive,30
34,987,F,nightnight_goodnight,goodnight_caregiver,caregiver,other,81
34,987,F,dolly_doll,doll_child,child,diminutive,100
34,987,F,blankie_blanket,blanket_child,child,diminutive,100
34,987,F,doggy_dog,dog_child2,child,diminutive,100
34,987,F,kitty_cat,cat_child,child,other,100
34,987,F,bunny_rabbit,rabbit_child,child,other,100
34,987,F,froggy_frog,frog_child,child,diminutive,100
34,987,F,horsey_horse,horse_child,child,diminutive,100
34,987,F,piggy_pig,pig_child,child,diminutive,100
34,987,F,fishy_fish,fish_child,child,diminutive,100
34,987,F,mousey_mouse,mouse_child,child,diminutive,100
34,987,F,duckie_duck,duck_child2,child,diminutive,100
34,987,F,birdie_bird,bird_child,child,diminutive,100
35,999,F,choochoo_train,train_child,child,onomatopoeia,99
35,999,F,vroomvroom_car,car_child,child,onomatopoeia,100
35,999,F,quackquack_duck,duck_child,child,onomatopoeia,99
35,999,F,baabaa_sheep,sheep_child,child,onomatopoeia,99
35,999,F,woofwoof_dog,dog_child,child,onomatopoeia,97
35,999,F,kitty_cat,cat_child,child,other,50
35,999,F,bunny_rabbit,rabbit_child,child,other,50
35,999,F,horsey_horse,horse_child,child,diminutive,85
35,999,F,piggy_pig,pig_child,child,diminutive,100
35,999,F,fishy_fish,fish_child,child,diminutive,70
35,999,F,duckie_duck,duck_child2,child,diminutive,100
35,999,F,doggy_dog,dog_child2,child,diminutive,50
35,999,F,blankie_blanket,blanket_child,child,diminutive,70
35,999,F,potty_bathroom,bathroom_child,child,other,30
35,999,F,sissy_sister,sister_child,child,other,50
35,999,F,nightnight_goodnight,goodnight_child,child,other,50
35,999,F,choochoo_train,train_caregiver,caregiver,onomatopoeia,99
35,999,F,vroomvroom_car,car_caregiver,caregiver,onomatopoeia,100
35,999,F,quackquack_duck,duck_caregiver,caregiver,onomatopoeia,100
35,999,F,baabaa_sheep,sheep_caregiver,caregiver,onomatopoeia,100
35,999,F,woofwoof_dog,dog_caregiver,caregiver,onomatopoeia,100
35,999,F,cockadoodledoo_rooster,rooster_caregiver,caregiver,onomatopoeia,90
35,999,F,kitty_cat,cat_caregiver,caregiver,other,50
35,999,F,bunny_rabbit,rabbit_caregiver,caregiver,other,50
35,999,F,froggy_frog,frog_caregiver,caregiver,diminutive,90
35,999,F,horsey_horse,horse_caregiver,caregiver,diminutive,80
35,999,F,piggy_pig,pig_caregiver,caregiver,diminutive,90
35,999,F,fishy_fish,fish_caregiver,caregiver,diminutive,50
35,999,F,mousey_mouse,mouse_caregiver,caregiver,diminutive,100
35,999,F,duckie_duck,duck_caregiver2,caregiver,diminutive,71
35,999,F,doggy_dog,dog_caregiver2,caregiver,diminutive,50
35,999,F,birdie_bird,bird_caregiver,caregiver,diminutive,50
35,999,F,dolly_doll,doll_caregiver,caregiver,diminutive,100
35,999,F,teddy_bear,bear_caregiver,caregiver,other,100
35,999,F,blankie_blanket,blanket_caregiver,caregiver,diminutive,80
35,999,F,potty_bathroom,bathroom_caregiver,caregiver,other,50
35,999,F,tummy_stomach,stomach_caregiver,caregiver,other,70
35,999,F,mommy_mom,mom_caregiver,caregiver,diminutive,5
35,999,F,daddy_dad,dad_caregiver,caregiver,diminutive,5
35,999,F,sissy_sister,sister_caregiver,caregiver,other,50
35,999,F,auntie_aunt,aunt_caregiver,caregiver,diminutive,100
35,999,F,nightnight_goodnight,goodnight_caregiver,caregiver,other,75
35,999,F,cockadoodledoo_rooster,rooster_child,child,onomatopoeia,0
35,999,F,mommy_mom,mom_child,child,diminutive,0
35,999,F,daddy_dad,dad_child,child,diminutive,0
35,999,F,auntie_aunt,aunt_child,child,diminutive,100
35,999,F,dolly_doll,doll_child,child,diminutive,100
35,999,F,froggy_frog,frog_child,child,diminutive,100
35,999,F,teddy_bear,bear_child,child,other,100
35,999,F,mousey_mouse,mouse_child,child,diminutive,100
35,999,F,birdie_bird,bird_child,child,diminutive,100
35,999,F,tummy_stomach,stomach_child,child,other,0
36,1004,F,choochoo_train,train_child,child,onomatopoeia,50
36,1004,F,vroomvroom_car,car_child,child,onomatopoeia,100
36,1004,F,quackquack_duck,duck_child,child,onomatopoeia,51
36,1004,F,baabaa_sheep,sheep_child,child,onomatopoeia,50
36,1004,F,woofwoof_dog,dog_child,child,onomatopoeia,50
36,1004,F,kitty_cat,cat_child,child,other,50
36,1004,F,bunny_rabbit,rabbit_child,child,other,50
36,1004,F,horsey_horse,horse_child,child,diminutive,82
36,1004,F,piggy_pig,pig_child,child,diminutive,50
36,1004,F,fishy_fish,fish_child,child,diminutive,50
36,1004,F,doggy_dog,dog_child2,child,diminutive,50
36,1004,F,birdie_bird,bird_child,child,diminutive,50
36,1004,F,teddy_bear,bear_child,child,other,50
36,1004,F,potty_bathroom,bathroom_child,child,other,50
36,1004,F,tummy_stomach,stomach_child,child,other,50
36,1004,F,mommy_mom,mom_child,child,diminutive,50
36,1004,F,daddy_dad,dad_child,child,diminutive,50
36,1004,F,sissy_sister,sister_child,child,other,50
36,1004,F,auntie_aunt,aunt_child,child,diminutive,50
36,1004,F,nightnight_goodnight,goodnight_child,child,other,50
36,1004,F,choochoo_train,train_caregiver,caregiver,onomatopoeia,70
36,1004,F,vroomvroom_car,car_caregiver,caregiver,onomatopoeia,100
36,1004,F,quackquack_duck,duck_caregiver,caregiver,onomatopoeia,79
36,1004,F,baabaa_sheep,sheep_caregiver,caregiver,onomatopoeia,76
36,1004,F,woofwoof_dog,dog_caregiver,caregiver,onomatopoeia,52
36,1004,F,cockadoodledoo_rooster,rooster_caregiver,caregiver,onomatopoeia,56
36,1004,F,kitty_cat,cat_caregiver,caregiver,other,53
36,1004,F,bunny_rabbit,rabbit_caregiver,caregiver,other,52
36,1004,F,froggy_frog,frog_caregiver,caregiver,diminutive,50
36,1004,F,horsey_horse,horse_caregiver,caregiver,diminutive,100
36,1004,F,piggy_pig,pig_caregiver,caregiver,diminutive,53
36,1004,F,fishy_fish,fish_caregiver,caregiver,diminutive,100
36,1004,F,mousey_mouse,mouse_caregiver,caregiver,diminutive,100
36,1004,F,duckie_duck,duck_caregiver2,caregiver,diminutive,50
36,1004,F,doggy_dog,dog_caregiver2,caregiver,diminutive,50
36,1004,F,birdie_bird,bird_caregiver,caregiver,diminutive,50
36,1004,F,dolly_doll,doll_caregiver,caregiver,diminutive,100
36,1004,F,teddy_bear,bear_caregiver,caregiver,other,50
36,1004,F,blankie_blanket,blanket_caregiver,caregiver,diminutive,75
36,1004,F,potty_bathroom,bathroom_caregiver,caregiver,other,50
36,1004,F,tummy_stomach,stomach_caregiver,caregiver,other,50
36,1004,F,mommy_mom,mom_caregiver,caregiver,diminutive,50
36,1004,F,daddy_dad,dad_caregiver,caregiver,diminutive,50
36,1004,F,sissy_sister,sister_caregiver,caregiver,other,96
36,1004,F,auntie_aunt,aunt_caregiver,caregiver,diminutive,0
36,1004,F,nightnight_goodnight,goodnight_caregiver,caregiver,other,50
36,1004,F,dolly_doll,doll_child,child,diminutive,100
36,1004,F,froggy_frog,frog_child,child,diminutive,100
36,1004,F,mousey_mouse,mouse_child,child,diminutive,100
36,1004,F,duckie_duck,duck_child2,child,diminutive,100
37,1016,F,vroomvroom_car,car_child,child,onomatopoeia,100
37,1016,F,kitty_cat,cat_child,child,other,47
37,1016,F,fishy_fish,fish_child,child,diminutive,24
37,1016,F,birdie_bird,bird_child,child,diminutive,92
37,1016,F,blankie_blanket,blanket_child,child,diminutive,53
37,1016,F,potty_bathroom,bathroom_child,child,other,7
37,1016,F,choochoo_train,train_caregiver,caregiver,onomatopoeia,100
37,1016,F,vroomvroom_car,car_caregiver,caregiver,onomatopoeia,100
37,1016,F,quackquack_duck,duck_caregiver,caregiver,onomatopoeia,100
37,1016,F,baabaa_sheep,sheep_caregiver,caregiver,onomatopoeia,100
37,1016,F,woofwoof_dog,dog_caregiver,caregiver,onomatopoeia,100
37,1016,F,cockadoodledoo_rooster,rooster_caregiver,caregiver,onomatopoeia,100
37,1016,F,kitty_cat,cat_caregiver,caregiver,other,52
37,1016,F,bunny_rabbit,rabbit_caregiver,caregiver,other,52
37,1016,F,froggy_frog,frog_caregiver,caregiver,diminutive,100
37,1016,F,horsey_horse,horse_caregiver,caregiver,diminutive,100
37,1016,F,piggy_pig,pig_caregiver,caregiver,diminutive,52
37,1016,F,fishy_fish,fish_caregiver,caregiver,diminutive,41
37,1016,F,mousey_mouse,mouse_caregiver,caregiver,diminutive,97
37,1016,F,duckie_duck,duck_caregiver2,caregiver,diminutive,100
37,1016,F,doggy_dog,dog_caregiver2,caregiver,diminutive,39
37,1016,F,birdie_bird,bird_caregiver,caregiver,diminutive,100
37,1016,F,dolly_doll,doll_caregiver,caregiver,diminutive,100
37,1016,F,teddy_bear,bear_caregiver,caregiver,other,100
37,1016,F,blankie_blanket,blanket_caregiver,caregiver,diminutive,50
37,1016,F,potty_bathroom,bathroom_caregiver,caregiver,other,35
37,1016,F,tummy_stomach,stomach_caregiver,caregiver,other,32
37,1016,F,mommy_mom,mom_caregiver,caregiver,diminutive,20
37,1016,F,daddy_dad,dad_caregiver,caregiver,diminutive,19
37,1016,F,sissy_sister,sister_caregiver,caregiver,other,100
37,1016,F,auntie_aunt,aunt_caregiver,caregiver,diminutive,53
37,1016,F,nightnight_goodnight,goodnight_caregiver,caregiver,other,53
37,1016,F,woofwoof_dog,dog_child,child,onomatopoeia,0
37,1016,F,choochoo_train,train_child,child,onomatopoeia,100
37,1016,F,mommy_mom,mom_child,child,diminutive,0
37,1016,F,daddy_dad,dad_child,child,diminutive,0
37,1016,F,sissy_sister,sister_child,child,other,100
37,1016,F,dolly_doll,doll_child,child,diminutive,100
37,1016,F,baabaa_sheep,sheep_child,child,onomatopoeia,100
37,1016,F,doggy_dog,dog_child2,child,diminutive,0
37,1016,F,bunny_rabbit,rabbit_child,child,other,0
37,1016,F,froggy_frog,frog_child,child,diminutive,100
37,1016,F,horsey_horse,horse_child,child,diminutive,100
37,1016,F,teddy_bear,bear_child,child,other,100
37,1016,F,piggy_pig,pig_child,child,diminutive,100
37,1016,F,mousey_mouse,mouse_child,child,diminutive,100
37,1016,F,quackquack_duck,duck_child,child,onomatopoeia,100
37,1016,F,duckie_duck,duck_child2,child,diminutive,100
37,1016,F,nightnight_goodnight,goodnight_child,child,other,100
37,1016,F,tummy_stomach,stomach_child,child,other,0
38,1023,M,choochoo_train,train_child,child,onomatopoeia,50
38,1023,M,vroomvroom_car,car_child,child,onomatopoeia,100
38,1023,M,quackquack_duck,duck_child,child,onomatopoeia,50
38,1023,M,baabaa_sheep,sheep_child,child,onomatopoeia,50
38,1023,M,woofwoof_dog,dog_child,child,onomatopoeia,50
38,1023,M,cockadoodledoo_rooster,rooster_child,child,onomatopoeia,50
38,1023,M,kitty_cat,cat_child,child,other,80
38,1023,M,bunny_rabbit,rabbit_child,child,other,82
38,1023,M,froggy_frog,frog_child,child,diminutive,80
38,1023,M,horsey_horse,horse_child,child,diminutive,81
38,1023,M,piggy_pig,pig_child,child,diminutive,81
38,1023,M,fishy_fish,fish_child,child,diminutive,81
38,1023,M,duckie_duck,duck_child2,child,diminutive,81
38,1023,M,doggy_dog,dog_child2,child,diminutive,50
38,1023,M,birdie_bird,bird_child,child,diminutive,80
38,1023,M,blankie_blanket,blanket_child,child,diminutive,81
38,1023,M,potty_bathroom,bathroom_child,child,other,91
38,1023,M,mommy_mom,mom_child,child,diminutive,80
38,1023,M,daddy_dad,dad_child,child,diminutive,22
38,1023,M,nightnight_goodnight,goodnight_child,child,other,18
38,1023,M,choochoo_train,train_caregiver,caregiver,onomatopoeia,82
38,1023,M,vroomvroom_car,car_caregiver,caregiver,onomatopoeia,82
38,1023,M,quackquack_duck,duck_caregiver,caregiver,onomatopoeia,81
38,1023,M,baabaa_sheep,sheep_caregiver,caregiver,onomatopoeia,82
38,1023,M,woofwoof_dog,dog_caregiver,caregiver,onomatopoeia,82
38,1023,M,cockadoodledoo_rooster,rooster_caregiver,caregiver,onomatopoeia,82
38,1023,M,kitty_cat,cat_caregiver,caregiver,other,83
38,1023,M,bunny_rabbit,rabbit_caregiver,caregiver,other,83
38,1023,M,froggy_frog,frog_caregiver,caregiver,diminutive,84
38,1023,M,horsey_horse,horse_caregiver,caregiver,diminutive,83
38,1023,M,piggy_pig,pig_caregiver,caregiver,diminutive,83
38,1023,M,fishy_fish,fish_caregiver,caregiver,diminutive,82
38,1023,M,mousey_mouse,mouse_caregiver,caregiver,diminutive,81
38,1023,M,duckie_duck,duck_caregiver2,caregiver,diminutive,80
38,1023,M,doggy_dog,dog_caregiver2,caregiver,diminutive,20
38,1023,M,birdie_bird,bird_caregiver,caregiver,diminutive,81
38,1023,M,teddy_bear,bear_caregiver,caregiver,other,82
38,1023,M,blankie_blanket,blanket_caregiver,caregiver,diminutive,20
38,1023,M,potty_bathroom,bathroom_caregiver,caregiver,other,50
38,1023,M,tummy_stomach,stomach_caregiver,caregiver,other,20
38,1023,M,mommy_mom,mom_caregiver,caregiver,diminutive,49
38,1023,M,daddy_dad,dad_caregiver,caregiver,diminutive,50
38,1023,M,auntie_aunt,aunt_caregiver,caregiver,diminutive,80
38,1023,M,nightnight_goodnight,goodnight_caregiver,caregiver,other,23
38,1023,M,teddy_bear,bear_child,child,other,100
38,1023,M,mousey_mouse,mouse_child,child,diminutive,100
38,1023,M,tummy_stomach,stomach_child,child,other,0
39,1049,M,choochoo_train,train_child,child,onomatopoeia,92
39,1049,M,vroomvroom_car,car_child,child,onomatopoeia,93
39,1049,M,woofwoof_dog,dog_child,child,onomatopoeia,90
39,1049,M,cockadoodledoo_rooster,rooster_child,child,onomatopoeia,97
39,1049,M,kitty_cat,cat_child,child,other,94
39,1049,M,bunny_rabbit,rabbit_child,child,other,16
39,1049,M,froggy_frog,frog_child,child,diminutive,88
39,1049,M,horsey_horse,horse_child,child,diminutive,80
39,1049,M,piggy_pig,pig_child,child,diminutive,90
39,1049,M,doggy_dog,dog_child2,child,diminutive,32
39,1049,M,dolly_doll,doll_child,child,diminutive,83
39,1049,M,teddy_bear,bear_child,child,other,14
39,1049,M,blankie_blanket,blanket_child,child,diminutive,89
39,1049,M,potty_bathroom,bathroom_child,child,other,27
39,1049,M,mommy_mom,mom_child,child,diminutive,85
39,1049,M,daddy_dad,dad_child,child,diminutive,85
39,1049,M,choochoo_train,train_caregiver,caregiver,onomatopoeia,100
39,1049,M,vroomvroom_car,car_caregiver,caregiver,onomatopoeia,100
39,1049,M,quackquack_duck,duck_caregiver,caregiver,onomatopoeia,100
39,1049,M,baabaa_sheep,sheep_caregiver,caregiver,onomatopoeia,100
39,1049,M,woofwoof_dog,dog_caregiver,caregiver,onomatopoeia,100
39,1049,M,cockadoodledoo_rooster,rooster_caregiver,caregiver,onomatopoeia,100
39,1049,M,kitty_cat,cat_caregiver,caregiver,other,79
39,1049,M,bunny_rabbit,rabbit_caregiver,caregiver,other,39
39,1049,M,froggy_frog,frog_caregiver,caregiver,diminutive,100
39,1049,M,horsey_horse,horse_caregiver,caregiver,diminutive,100
39,1049,M,piggy_pig,pig_caregiver,caregiver,diminutive,100
39,1049,M,fishy_fish,fish_caregiver,caregiver,diminutive,71
39,1049,M,mousey_mouse,mouse_caregiver,caregiver,diminutive,100
39,1049,M,duckie_duck,duck_caregiver2,caregiver,diminutive,100
39,1049,M,doggy_dog,dog_caregiver2,caregiver,diminutive,100
39,1049,M,birdie_bird,bird_caregiver,caregiver,diminutive,100
39,1049,M,dolly_doll,doll_caregiver,caregiver,diminutive,100
39,1049,M,teddy_bear,bear_caregiver,caregiver,other,40
39,1049,M,blankie_blanket,blanket_caregiver,caregiver,diminutive,100
39,1049,M,potty_bathroom,bathroom_caregiver,caregiver,other,25
39,1049,M,tummy_stomach,stomach_caregiver,caregiver,other,9
39,1049,M,mommy_mom,mom_caregiver,caregiver,diminutive,100
39,1049,M,daddy_dad,dad_caregiver,caregiver,diminutive,100
39,1049,M,sissy_sister,sister_caregiver,caregiver,other,29
39,1049,M,auntie_aunt,aunt_caregiver,caregiver,diminutive,42
39,1049,M,nightnight_goodnight,goodnight_caregiver,caregiver,other,36
39,1049,M,sissy_sister,sister_child,child,other,100
39,1049,M,fishy_fish,fish_child,child,diminutive,0
39,1049,M,mousey_mouse,mouse_child,child,diminutive,100
39,1049,M,quackquack_duck,duck_child,child,onomatopoeia,100
39,1049,M,duckie_duck,duck_child2,child,diminutive,100
39,1049,M,birdie_bird,bird_child,child,diminutive,100
39,1049,M,nightnight_goodnight,goodnight_child,child,other,0
39,1049,M,tummy_stomach,stomach_child,child,other,0
40,1069,F,choochoo_train,train_child,child,onomatopoeia,91
40,1069,F,vroomvroom_car,car_child,child,onomatopoeia,90
40,1069,F,quackquack_duck,duck_child,child,onomatopoeia,91
40,1069,F,baabaa_sheep,sheep_child,child,onomatopoeia,69
40,1069,F,woofwoof_dog,dog_child,child,onomatopoeia,91
40,1069,F,kitty_cat,cat_child,child,other,60
40,1069,F,froggy_frog,frog_child,child,diminutive,50
40,1069,F,horsey_horse,horse_child,child,diminutive,50
40,1069,F,duckie_duck,duck_child2,child,diminutive,59
40,1069,F,doggy_dog,dog_child2,child,diminutive,60
40,1069,F,teddy_bear,bear_child,child,other,50
40,1069,F,choochoo_train,train_caregiver,caregiver,onomatopoeia,100
40,1069,F,vroomvroom_car,car_caregiver,caregiver,onomatopoeia,100
40,1069,F,quackquack_duck,duck_caregiver,caregiver,onomatopoeia,100
40,1069,F,baabaa_sheep,sheep_caregiver,caregiver,onomatopoeia,100
40,1069,F,woofwoof_dog,dog_caregiver,caregiver,onomatopoeia,100
40,1069,F,cockadoodledoo_rooster,rooster_caregiver,caregiver,onomatopoeia,100
40,1069,F,kitty_cat,cat_caregiver,caregiver,other,60
40,1069,F,bunny_rabbit,rabbit_caregiver,caregiver,other,31
40,1069,F,froggy_frog,frog_caregiver,caregiver,diminutive,61
40,1069,F,horsey_horse,horse_caregiver,caregiver,diminutive,50
40,1069,F,piggy_pig,pig_caregiver,caregiver,diminutive,50
40,1069,F,fishy_fish,fish_caregiver,caregiver,diminutive,50
40,1069,F,mousey_mouse,mouse_caregiver,caregiver,diminutive,50
40,1069,F,duckie_duck,duck_caregiver2,caregiver,diminutive,50
40,1069,F,doggy_dog,dog_caregiver2,caregiver,diminutive,50
40,1069,F,birdie_bird,bird_caregiver,caregiver,diminutive,50
40,1069,F,dolly_doll,doll_caregiver,caregiver,diminutive,81
40,1069,F,teddy_bear,bear_caregiver,caregiver,other,60
40,1069,F,blankie_blanket,blanket_caregiver,caregiver,diminutive,50
40,1069,F,potty_bathroom,bathroom_caregiver,caregiver,other,20
40,1069,F,tummy_stomach,stomach_caregiver,caregiver,other,19
40,1069,F,mommy_mom,mom_caregiver,caregiver,diminutive,19
40,1069,F,daddy_dad,dad_caregiver,caregiver,diminutive,19
40,1069,F,auntie_aunt,aunt_caregiver,caregiver,diminutive,70
40,1069,F,nightnight_goodnight,goodnight_caregiver,caregiver,other,19
40,1069,F,cockadoodledoo_rooster,rooster_child,child,onomatopoeia,0
40,1069,F,mommy_mom,mom_child,child,diminutive,0
40,1069,F,daddy_dad,dad_child,child,diminutive,0
40,1069,F,auntie_aunt,aunt_child,child,diminutive,100
40,1069,F,dolly_doll,doll_child,child,diminutive,100
40,1069,F,blankie_blanket,blanket_child,child,diminutive,0
40,1069,F,bunny_rabbit,rabbit_child,child,other,0
40,1069,F,piggy_pig,pig_child,child,diminutive,100
40,1069,F,fishy_fish,fish_child,child,diminutive,100
40,1069,F,mousey_mouse,mouse_child,child,diminutive,100
40,1069,F,birdie_bird,bird_child,child,diminutive,100
40,1069,F,nightnight_goodnight,goodnight_child,child,other,0
40,1069,F,potty_bathroom,bathroom_child,child,other,0
40,1069,F,tummy_stomach,stomach_child,child,other,0
41,1104,F,choochoo_train,train_child,child,onomatopoeia,42
41,1104,F,baabaa_sheep,sheep_child,child,onomatopoeia,50
41,1104,F,woofwoof_dog,dog_child,child,onomatopoeia,50
41,1104,F,kitty_cat,cat_child,child,other,5
41,1104,F,piggy_pig,pig_child,child,diminutive,32
41,1104,F,mousey_mouse,mouse_child,child,diminutive,28
41,1104,F,doggy_dog,dog_child2,child,diminutive,48
41,1104,F,dolly_doll,doll_child,child,diminutive,50
41,1104,F,teddy_bear,bear_child,child,other,50
41,1104,F,mommy_mom,mom_child,child,diminutive,28
41,1104,F,daddy_dad,dad_child,child,diminutive,30
41,1104,F,nightnight_goodnight,goodnight_child,child,other,6
41,1104,F,choochoo_train,train_caregiver,caregiver,onomatopoeia,48
41,1104,F,vroomvroom_car,car_caregiver,caregiver,onomatopoeia,81
41,1104,F,quackquack_duck,duck_caregiver,caregiver,onomatopoeia,40
41,1104,F,baabaa_sheep,sheep_caregiver,caregiver,onomatopoeia,69
41,1104,F,woofwoof_dog,dog_caregiver,caregiver,onomatopoeia,67
41,1104,F,cockadoodledoo_rooster,rooster_caregiver,caregiver,onomatopoeia,71
41,1104,F,kitty_cat,cat_caregiver,caregiver,other,77
41,1104,F,bunny_rabbit,rabbit_caregiver,caregiver,other,73
41,1104,F,froggy_frog,frog_caregiver,caregiver,diminutive,66
41,1104,F,horsey_horse,horse_caregiver,caregiver,diminutive,72
41,1104,F,piggy_pig,pig_caregiver,caregiver,diminutive,75
41,1104,F,fishy_fish,fish_caregiver,caregiver,diminutive,50
41,1104,F,mousey_mouse,mouse_caregiver,caregiver,diminutive,50
41,1104,F,duckie_duck,duck_caregiver2,caregiver,diminutive,52
41,1104,F,doggy_dog,dog_caregiver2,caregiver,diminutive,83
41,1104,F,birdie_bird,bird_caregiver,caregiver,diminutive,72
41,1104,F,dolly_doll,doll_caregiver,caregiver,diminutive,73
41,1104,F,teddy_bear,bear_caregiver,caregiver,other,75
41,1104,F,blankie_blanket,blanket_caregiver,caregiver,diminutive,65
41,1104,F,potty_bathroom,bathroom_caregiver,caregiver,other,0
41,1104,F,tummy_stomach,stomach_caregiver,caregiver,other,66
41,1104,F,mommy_mom,mom_caregiver,caregiver,diminutive,56
41,1104,F,daddy_dad,dad_caregiver,caregiver,diminutive,50
41,1104,F,sissy_sister,sister_caregiver,caregiver,other,68
41,1104,F,auntie_aunt,aunt_caregiver,caregiver,diminutive,81
41,1104,F,nightnight_goodnight,goodnight_caregiver,caregiver,other,73
41,1104,F,quackquack_duck,duck_child,child,onomatopoeia,0
41,1104,F,vroomvroom_car,car_child,child,onomatopoeia,100
41,1104,F,sissy_sister,sister_child,child,other,0
41,1104,F,auntie_aunt,aunt_child,child,diminutive,100
41,1104,F,blankie_blanket,blanket_child,child,diminutive,0
41,1104,F,bunny_rabbit,rabbit_child,child,other,0
41,1104,F,froggy_frog,frog_child,child,diminutive,0
41,1104,F,horsey_horse,horse_child,child,diminutive,0
41,1104,F,fishy_fish,fish_child,child,diminutive,0
41,1104,F,duckie_duck,duck_child2,child,diminutive,0
41,1104,F,birdie_bird,bird_child,child,diminutive,0
