effect,group,term,estimate,std.error,statistic,p.value
fixed,NA,Intercept,0.5200712948380155,0.37580526273778675,1.3838850766730442,0.16639364697020584
fixed,NA,lex.rarity,0.5866385913892355,0.011362156630188304,51.6309192420905,0
fixed,NA,age,0.5170110747433562,0.01895085814736979,27.28167087331149,6.999417410931155e-164
fixed,NA,lex.rarity:age,0.06493899547062097,0.011337063026366764,5.72802632565343,1.0160580178545019e-8
